"cdscode","schedule","district.x","school.x","days1","days2","days3","days4","days5","sum","tkd","kd","first","second","third","fourth","fifth","sixth","tkrec1","krec1","onerec1","tworec1","threerec1","fourrec1","fiverec1","sixrec1","tklunch","klunch","onelunch","twolunch","threelunch","fourlunch","fivelunch","sixlunch","tkrec2","krec2","onerec2","tworec2","threerec2","fourre2","fiverec2","sixrec2","Low Grade","High Grade","Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","afriameri","native","asian","filipino","hispanic","notreport","pacisland","multiracial","white","male","female","nonbinary","ell","disability","socioeco","migrant","foster","homeless"
19753090138297,"regular","acton-aguadulceunified","ileadaguadulce","mon"," tues"," weds"," thurs",NA,4,"8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","10:00-10:30","10:00-10:30","10:00-10:30","10:00-10:30","10:35-10:55","10:35-10:55","10:35-10:55","11:05-11:25","12:00-12:40","12:00-12:40","12:15-12:55","12:15-12:55","12:30-13:00","12:30-13:00","12:30-13:00","13:05-13:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","12",378,136,"36.0%",147,"38.9%",364,131,"36.0%",142,"39.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19753090138297,"early release","acton-aguadulceunified","ileadaguadulce","fri",NA,NA,NA,NA,1,"8:45-12:30","8:45-12:30","8:45-12:30","8:45-12:30","8:45-12:30","8:45-12:30","8:45-12:30","8:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"10:00-10:30","10:00-10:30","10:00-10:30","10:00-10:30","10:15-10:35","10:15-10:35","10:15-10:35","11:15-11:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","12",378,136,"36.0%",147,"38.9%",364,131,"36.0%",142,"39.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19753096115679,"regular","acton-aguadulceunified","meadowlarkelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-15:10","8:25-14:55","8:25-14:55","8:25-14:55","8:25-14:55","8:25-14:55",NA,NA,"10:15-10:35","10:00-10:20","10:25-10:45","10:25-10:45","10:50-11:10","10:50-11:10",NA,NA,"12:00-12:45","11:45-12:30","12:15-13:00","12:15-13:00","12:45-13:30","12:45-13:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","4",352,214,"60.8%",246,"69.9%",330,202,"61.2%",231,"70.0%",NA,NA,NA,NA,247,NA,NA,NA,124,207,179,NA,53,87,276,NA,NA,NA
19753096115679,"early release","acton-aguadulceunified","meadowlarkelementary","weds",NA,NA,NA,NA,1,"8:45-13:30","8:25-13:45","8:25-13:45","8:25-13:45","8:25-13:45","8:25-13:45",NA,NA,"10:15-10:35","10:00-10:20","10:25-10:45","10:25-10:45","10:50-11:10","10:50-11:10",NA,NA,"12:00-12:45","11:45-12:30","12:15-13:00","12:15-13:00","12:45-13:30","12:45-13:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","4",352,214,"60.8%",246,"69.9%",330,202,"61.2%",231,"70.0%",NA,NA,NA,NA,247,NA,NA,NA,124,207,179,NA,53,87,276,NA,NA,NA
19753096115679,"early release","acton-aguadulceunified","meadowlarkelementary",NA,NA,NA,NA,NA,0,"8:45-13:00","8:25-12:45","8:25-12:45","8:25-12:45","8:25-12:45","8:25-12:45",NA,NA,"10:15-10:35",NA,NA,NA,NA,NA,NA,NA,"12:00-12:45","9:50-10:30","10:35-11:15","10:35-11:15","11:20-12:00","11:20-12:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","4",352,214,"60.8%",246,"69.9%",330,202,"61.2%",231,"70.0%",NA,NA,NA,NA,247,NA,NA,NA,124,207,179,NA,53,87,276,NA,NA,NA
36675870107425,"regular","adelantoelementary","georgevisualandperformingartsmagnetandmiddle","mon"," weds"," thurs"," fri",NA,4,"9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:20","9:00-15:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",685,503,"73.4%",533,"77.8%",669,492,"73.5%",521,"77.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870107425,"early release","adelantoelementary","georgevisualandperformingartsmagnetandmiddle","tues",NA,NA,NA,NA,1,"9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:35","9:00-14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",685,503,"73.4%",533,"77.8%",669,492,"73.5%",521,"77.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870107425,"early release","adelantoelementary","georgevisualandperformingartsmagnetandmiddle",NA,NA,NA,NA,NA,0,"9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:50","9:00-13:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",685,503,"73.4%",533,"77.8%",669,492,"73.5%",521,"77.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870107441,"regular","adelantoelementary","theodorevickelementary","mon"," weds"," thurs"," fri",NA,4,"8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:40","8:20-14:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",494,343,"69.4%",354,"71.7%",477,331,"69.4%",340,"71.3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870107441,"early release","adelantoelementary","theodorevickelementary","tues",NA,NA,NA,NA,1,"8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:55","8:20-13:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",494,343,"69.4%",354,"71.7%",477,331,"69.4%",340,"71.3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870107441,"early release","adelantoelementary","theodorevickelementary",NA,NA,NA,NA,NA,0,"8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:10","8:20-13:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",494,343,"69.4%",354,"71.7%",477,331,"69.4%",340,"71.3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870109470,"regular","adelantoelementary","victoriamagathanelementary","mon"," weds"," thurs"," fri",NA,4,"7:30-13:45","7:30-13:45","7:30-13:45","7:30-13:45","7:30-13:45","7:30-13:50","7:30-13:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",551,364,"66.1%",385,"69.9%",535,354,"66.2%",375,"70.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870109470,"early release","adelantoelementary","victoriamagathanelementary","tues",NA,NA,NA,NA,1,"7:30-13:00","7:30-13:00","7:30-13:00","7:30-13:00","7:30-13:00","7:30-13:05","7:30-13:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",551,364,"66.1%",385,"69.9%",535,354,"66.2%",375,"70.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870109470,"early release","adelantoelementary","victoriamagathanelementary",NA,NA,NA,NA,NA,0,"7:30-12:15","7:30-12:15","7:30-12:15","7:30-12:15","7:30-12:15","7:30-12:20","7:30-12:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",551,364,"66.1%",385,"69.9%",535,354,"66.2%",375,"70.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870112086,"regular","adelantoelementary","westcreekelementary","mon"," weds"," thurs"," fri",NA,4,"8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:35","8:20-14:40","8:20-14:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",505,352,"69.7%",362,"71.7%",487,340,"69.8%",350,"71.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870112086,"early release","adelantoelementary","westcreekelementary","tues",NA,NA,NA,NA,1,"8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:50","8:20-13:55","8:20-13:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",505,352,"69.7%",362,"71.7%",487,340,"69.8%",350,"71.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870112086,"early release","adelantoelementary","westcreekelementary",NA,NA,NA,NA,NA,0,"8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:05","8:20-13:10","8:20-13:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",505,352,"69.7%",362,"71.7%",487,340,"69.8%",350,"71.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870125880,"regular","adelantoelementary","elmirage","mon"," weds"," thurs"," fri",NA,4,"9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:20","9:00-15:20","9:00-15:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",128,95,"74.2%",100,"78.1%",128,95,"74.2%",100,"78.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870125880,"early release","adelantoelementary","elmirage","tues",NA,NA,NA,NA,1,"9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:35","9:00-14:35","9:00-14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",128,95,"74.2%",100,"78.1%",128,95,"74.2%",100,"78.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675870125880,"early release","adelantoelementary","elmirage",NA,NA,NA,NA,NA,0,"9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:50","9:00-13:50","9:00-13:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",128,95,"74.2%",100,"78.1%",128,95,"74.2%",100,"78.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36675876106694,"regular","adelantoelementary","westsideparkelementary","mon"," weds"," thurs"," fri",NA,4,"9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:15","9:00-15:20","9:00-15:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",481,418,"86.9%",418,"86.9%",463,403,"87.0%",403,"87.0%",208,NA,NA,NA,362,12,NA,28,30,356,292,NA,99,103,584,NA,22,43
36675876106694,"early release","adelantoelementary","westsideparkelementary","tues",NA,NA,NA,NA,1,"9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:30","9:00-14:35","9:00-14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",481,418,"86.9%",418,"86.9%",463,403,"87.0%",403,"87.0%",208,NA,NA,NA,362,12,NA,28,30,356,292,NA,99,103,584,NA,22,43
36675876106694,"early release","adelantoelementary","westsideparkelementary",NA,NA,NA,NA,NA,0,"9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:45","9:00-13:50","9:00-13:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",481,418,"86.9%",418,"86.9%",463,403,"87.0%",403,"87.0%",208,NA,NA,NA,362,12,NA,28,30,356,292,NA,99,103,584,NA,22,43
36675876109409,"regular","adelantoelementary","eagleranchelementary","mon"," weds"," thurs"," fri",NA,4,"7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:40","7:20-13:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",535,381,"71.2%",394,"73.6%",504,356,"70.6%",369,"73.2%",95,NA,12,NA,416,16,NA,18,43,302,304,NA,73,111,468,NA,22,22
36675876109409,"early release","adelantoelementary","eagleranchelementary","tues",NA,NA,NA,NA,1,"7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:55","7:20-12:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",535,381,"71.2%",394,"73.6%",504,356,"70.6%",369,"73.2%",95,NA,12,NA,416,16,NA,18,43,302,304,NA,73,111,468,NA,22,22
36675876109409,"early release","adelantoelementary","eagleranchelementary",NA,NA,NA,NA,NA,0,"7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:10","7:20-12:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",535,381,"71.2%",394,"73.6%",504,356,"70.6%",369,"73.2%",95,NA,12,NA,416,16,NA,18,43,302,304,NA,73,111,468,NA,22,22
36675876115117,"regular","adelantoelementary","donaldf.bradachelementary","mon"," weds"," thurs"," fri",NA,4,"8:10-14:25","8:10-14:25","8:10-14:25","8:10-14:25","8:10-14:25","8:10-14:30","8:10-14:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",408,297,"72.8%",316,"77.5%",391,285,"72.9%",303,"77.5%",83,NA,NA,NA,321,26,NA,20,20,239,236,NA,85,54,394,NA,39,22
36675876115117,"early release","adelantoelementary","donaldf.bradachelementary","tues",NA,NA,NA,NA,1,"8:10-13:40","8:10-13:40","8:10-13:40","8:10-13:40","8:10-13:40","8:10-13:45","8:10-13:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",408,297,"72.8%",316,"77.5%",391,285,"72.9%",303,"77.5%",83,NA,NA,NA,321,26,NA,20,20,239,236,NA,85,54,394,NA,39,22
36675876115117,"early release","adelantoelementary","donaldf.bradachelementary",NA,NA,NA,NA,NA,0,"8:10-12:55","8:10-12:55","8:10-12:55","8:10-12:55","8:10-12:55","8:10-13:00","8:10-13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",408,297,"72.8%",316,"77.5%",391,285,"72.9%",303,"77.5%",83,NA,NA,NA,321,26,NA,20,20,239,236,NA,85,54,394,NA,39,22
36675876120604,"regular","adelantoelementary","morgankincaidpreparatory","mon"," weds"," thurs"," fri",NA,4,"7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:35","7:20-13:40","7:20-13:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",690,464,"67.2%",490,"71.0%",673,456,"67.8%",482,"71.6%",153,NA,12,NA,503,33,NA,40,56,421,386,NA,110,110,602,NA,40,29
36675876120604,"early release","adelantoelementary","morgankincaidpreparatory","tues",NA,NA,NA,NA,1,"7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:50","7:20-12:55","7:20-12:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",690,464,"67.2%",490,"71.0%",673,456,"67.8%",482,"71.6%",153,NA,12,NA,503,33,NA,40,56,421,386,NA,110,110,602,NA,40,29
36675876120604,"early release","adelantoelementary","morgankincaidpreparatory",NA,NA,NA,NA,NA,0,"7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:05","7:20-12:10","7:20-12:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",690,464,"67.2%",490,"71.0%",673,456,"67.8%",482,"71.6%",153,NA,12,NA,503,33,NA,40,56,421,386,NA,110,110,602,NA,40,29
1100170112607,"regular","alamedacountyofficeofeducation","envisionacademyforarts&technology","mon"," tues"," thurs"," fri",NA,4,NA,NA,NA,NA,NA,NA,NA,"8:57-15:52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:46-12:26",NA,NA,NA,NA,NA,NA,NA,"14:20-14:35","6","12",207,147,"71.0%",153,"73.9%",205,146,"71.2%",152,"74.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100170112607,"early release","alamedacountyofficeofeducation","envisionacademyforarts&technology","weds",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8:52-12:53",NA,NA,NA,NA,NA,NA,NA,"10:44-10:59",NA,NA,NA,NA,NA,NA,NA,"10:44-10:59",NA,NA,NA,NA,NA,NA,NA,NA,"6","12",207,147,"71.0%",153,"73.9%",205,146,"71.2%",152,"74.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100170123968,"regular","alamedacountyofficeofeducation","communityschoolforcreativeeducation",NA,NA,NA,NA,NA,0,"8:30-14:30","8:30-14:30","8:30-15:30","8:30-15:30","8:30-15:30","8:30-15:30","8:30-15:30","8:30-15:30","9:30-10:00","9:30-10:00","9:45-10:15","9:45-10:15","9:45-10:15","10:00-10:30","10:00-10:30",NA,"11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:40-12:20","11:40-12:20","12:00-12:40","13:00-13:15","13:00-13:15","14:00-14:15","14:00-14:15","14:00-14:15",NA,NA,NA,"K","8",183,152,"83.1%",163,"89.1%",178,147,"82.6%",158,"88.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100170123968,"early release","alamedacountyofficeofeducation","communityschoolforcreativeeducation",NA,NA,NA,NA,NA,0,"8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","9:30-10:00","9:30-10:00","9:45-10:15","9:45-10:15","9:45-10:15","10:00-10:30","10:00-10:30",NA,"11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:40-12:20","11:40-12:20","12:00-12:40",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",183,152,"83.1%",163,"89.1%",178,147,"82.6%",158,"88.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100170124172,"regular","alamedacountyofficeofeducation","yumingcharter","mon"," tues"," weds"," thurs",NA,4,NA,"8:15-15:00","8:15-15:00","8:25-15:10","8:25-15:10","8:25-15:15","8:25-15:15","8:25-15:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",959,301,"31.4%",325,"33.9%",959,301,"31.4%",325,"33.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100170124172,"early release","alamedacountyofficeofeducation","yumingcharter","fri",NA,NA,NA,NA,1,NA,"8:15-13:00","8:15-13:00","8:25-13:10","8:25-13:10","8:25-13:15","8:25-13:15","8:25-13:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",959,301,"31.4%",325,"33.9%",959,301,"31.4%",325,"33.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611190119222,"regular","alamedacountyofficeofeducation","neacommunitylearningcenter","mon"," tues"," thurs"," fri",NA,4,"8:10-15:00","8:10-15:00","8:10-15:00","8:10-15:00","8:10-15:00","8:10-15:00","8:10-15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:20-12:10","11:20-12:10","11:20-12:10","11:20-12:10","11:50-12:35","11:50-12:35","11:50-12:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","12",479,149,"31.1%",154,"32.2%",445,142,"31.9%",147,"33.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611190119222,"early release","alamedacountyofficeofeducation","neacommunitylearningcenter","weds",NA,NA,NA,NA,1,"8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:05-11:50","11:05-11:50","11:05-11:50","11:05-11:50","11:50-12:45","11:50-12:45","11:50-12:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","12",479,149,"31.1%",154,"32.2%",445,142,"31.9%",147,"33.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611190119222,"early release","alamedacountyofficeofeducation","neacommunitylearningcenter",NA,NA,NA,NA,NA,0,"8:10-12:30","8:10-12:30","8:10-12:30","8:10-12:30","8:10-12:30","8:10-12:30","8:10-12:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:30-12:15","11:30-12:15","11:30-12:15","11:30-12:15","11:45-12:15","11:45-12:15","11:45-12:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","12",479,149,"31.1%",154,"32.2%",445,142,"31.9%",147,"33.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611276090146,"regular","albanycityunified","cornellelementary","mon"," tues"," weds"," thurs"," fri",5,"8:30-13:30","8:30-13:30","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",560,101,"18.0%",143,"25.5%",541,100,"18.5%",142,"26.2%",NA,NA,174,NA,91,84,NA,86,122,301,272,NA,117,69,160,NA,NA,NA
1611276090146,"early release","albanycityunified","cornellelementary","weds",NA,NA,NA,NA,1,"8:30-13:30","8:30-13:30","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",560,101,"18.0%",143,"25.5%",541,100,"18.5%",142,"26.2%",NA,NA,174,NA,91,84,NA,86,122,301,272,NA,117,69,160,NA,NA,NA
1611276095376,"regular","albanycityunified","marinelementary","mon"," tues"," weds"," thurs"," fri",5,"8:30-13:30","8:30-13:30","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",524,103,"19.7%",137,"26.1%",483,101,"20.9%",134,"27.7%",25,NA,139,NA,78,72,NA,62,157,274,267,NA,68,69,150,NA,NA,NA
1611276095376,"early release","albanycityunified","marinelementary","weds",NA,NA,NA,NA,1,"8:30-13:30","8:30-13:30","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",524,103,"19.7%",137,"26.1%",483,101,"20.9%",134,"27.7%",25,NA,139,NA,78,72,NA,62,157,274,267,NA,68,69,150,NA,NA,NA
1611276116222,"regular","albanycityunified","oceanviewelementary","mon"," tues"," weds"," thurs"," fri",5,"8:30-13:30","8:30-13:30","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05","8:30-15:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",563,215,"38.2%",264,"46.9%",511,202,"39.5%",249,"48.7%",29,NA,202,NA,133,77,NA,53,94,306,289,NA,148,77,292,NA,NA,NA
1611276116222,"early release","albanycityunified","oceanviewelementary","weds",NA,NA,NA,NA,1,"8:30-13:30","8:30-13:30","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45","8:30-13:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",563,215,"38.2%",264,"46.9%",511,202,"39.5%",249,"48.7%",29,NA,202,NA,133,77,NA,53,94,306,289,NA,148,77,292,NA,NA,NA
